config,trial,sender_id,policy,avg_rtt_ms,avg_throughput_mbps,avg_loss_pct,avg_reward
ppo_only,3,1,ppo,593.3174255371093,2.7297499895095827,0.042550499332713786,-3.288525264526939
ppo_only,3,2,ppo,590.0904277801513,2.141999989748001,0.06909690635116002,-3.8970981007558323
ppo_only,3,3,ppo,587.8334476470948,2.0549999952316282,0.16973282254881977,-4.1628001263369585
ppo_only,4,0,ppo,916.6861701965332,1.7240000128746034,0.06098388291434207,-7.564829454919414
ppo_only,4,1,ppo,913.9677070617676,1.8327500253915787,0.05116378867839705,-7.409254622582891
ppo_only,4,2,ppo,919.7800224304199,3.7855000436306,0.02877061368144284,-5.469841408036485
ppo_only,4,3,ppo,915.9956020355224,2.1797499775886537,0.07957796449115624,-7.139361971748883
ppo_only,5,0,ppo,1111.031499862671,1.5389000236988069,0.0639778480700396,-9.699370671067982
ppo_only,5,1,ppo,1119.979875946045,2.9937500178813936,0.03737629320512263,-8.2808013279893
ppo_only,5,2,ppo,1074.9374984741212,3.211500012874603,0.047685064515899905,-7.633245100898408
ppo_only,5,3,ppo,1112.996700668335,1.7162999987602234,0.06549486763155764,-9.544656743186241
ppo_only,6,0,ppo,985.9546566009521,1.853000023961067,0.04785805908021707,-8.102262660208888
ppo_only,6,1,ppo,987.0114444732666,2.373500019311905,0.06636471944314014,-7.6293438643070415
ppo_only,6,2,ppo,985.3752738952637,2.5085000306367875,0.08833283100244305,-7.521918370320735
ppo_only,6,3,ppo,987.6299293518066,2.7759999871253966,0.06879132711103322,-7.237881960614736
ppo_only,7,0,ppo,1024.573942565918,1.5925750121474267,0.07028557191598143,-8.793735557343716
ppo_only,7,1,ppo,977.6767244338989,1.3243750020861627,0.16711492058820113,-8.78662208342923
ppo_only,7,2,ppo,1033.6218479156494,4.2762499928474424,0.04370543567541042,-6.147379357659872
ppo_only,7,3,ppo,1027.3189002990723,2.316999989748001,0.03346386491640049,-8.023116743075523
ppo_only,8,0,ppo,990.4159505844116,1.8212500184774398,0.09599481952161827,-8.274899126409913
ppo_only,8,1,ppo,1030.0058006286622,2.3264999985694885,0.06658609819015807,-8.106730204097449
ppo_only,8,2,ppo,1026.0887805938721,2.1532500207424166,0.03787581631914518,-8.183389417834594
ppo_only,8,3,ppo,1031.3778476715088,3.258499974012375,0.04829883346265144,-7.151876169628015
ppo_only,9,0,ppo,646.9589805603027,1.7160000026226043,0.18411862739952845,-5.1218270577794796
ppo_only,9,1,ppo,646.8913757324219,1.2049999997019767,0.20209322022581877,-5.668100198073879
ppo_only,9,2,ppo,650.5663452148438,4.026499968767166,0.019820986143938547,-2.518805455669148
ppo_only,9,3,ppo,649.6626235961915,2.5794999837875365,0.042730538952739296,-4.002587330079856
hybrid_only,0,0,hybrid,815.9734970092774,1.8820000171661377,0.08786664117789131,-6.453468235282419
hybrid_only,0,1,hybrid,814.3694019317627,1.8092500180006028,0.08551392702567377,-6.505471855368372
hybrid_only,0,2,hybrid,787.2544511795044,3.429000025987625,0.04383455257939038,-4.5312135909662
hybrid_only,0,3,hybrid,816.5930595397949,2.402250015735626,0.03820627381932552,-5.840093127300974
hybrid_only,1,0,hybrid,793.1388740539551,2.1741499975323677,0.19929349336732033,-6.1558257297418235
hybrid_only,1,1,hybrid,794.6946544647217,2.7905000030994414,0.061167735107516163,-5.278782011762807
hybrid_only,1,2,hybrid,794.7319011688232,2.7232500076293946,0.045182581076278545,-5.314434166211395
hybrid_only,1,3,hybrid,790.5209491729736,1.8124999821186065,0.08716662536452367,-6.267042760340177
hybrid_only,2,0,hybrid,771.7539199829101,1.5742750003933907,0.17714498229169057,-6.497554164019093
hybrid_only,2,1,hybrid,752.3799307823181,4.692000013589859,0.035282268189793874,-2.9023638306129103
hybrid_only,2,2,hybrid,777.6966205596924,2.2275000005960464,0.04620078578499931,-5.641867776570876
hybrid_only,2,3,hybrid,769.2668273925781,1.0063249938189984,0.3034943312849253,-7.293331942676633
hybrid_only,3,0,hybrid,824.3408462524415,2.3990000069141386,0.06947672173967995,-5.983361899089635
