run,trial,step,rtt_ms,throughput_mbps,reward
cubic_baseline,1,30,244.984,9.56,7.066278380898474
cubic_baseline,1,31,167.551,6.81,5.062979696566234
cubic_baseline,1,32,134.189,9.56,8.148738284248303
cubic_baseline,1,33,142.299,9.56,8.069656785756976
cubic_baseline,1,34,146.862,9.56,8.025905403220131
cubic_baseline,1,35,151.401,9.56,7.982288027381969
cubic_baseline,1,36,153.695,9.56,7.961034842498543
cubic_baseline,1,37,153.993,9.56,7.959629236545833
cubic_baseline,1,38,153.727,9.49,7.893795256194277
cubic_baseline,1,39,154.12,9.56,7.9613027683528275
cubic_baseline,2,0,119.077,9.47,8.27923023223877
cubic_baseline,2,1,142.927,9.56,8.130730400085449
cubic_baseline,2,2,167.461,9.56,7.885390434265137
cubic_baseline,2,3,191.859,9.56,7.6414104843139645
cubic_baseline,2,4,215.327,9.57,7.416729736328125
cubic_baseline,2,5,240.063,9.59,7.1893701171875
cubic_baseline,2,6,264.772,9.56,6.912280387878418
cubic_baseline,2,7,288.89,9.56,6.671100273132325
cubic_baseline,2,8,313.724,9.57,6.432759704589843
cubic_baseline,2,9,338.274,9.56,6.177260551452637
cubic_baseline,2,10,362.578,9.56,5.934220390319824
cubic_baseline,2,11,386.806,9.56,5.691940422058106
cubic_baseline,2,12,411.522,9.56,5.444780387878418
cubic_baseline,2,13,404.891,9.12,5.004523157007704
cubic_baseline,2,14,211.537,7.45,5.27192403037751
cubic_baseline,2,15,222.749,9.56,7.273781963035304
cubic_baseline,2,16,233.238,9.56,7.1723869927487165
cubic_baseline,2,17,241.704,9.56,7.090822828728415
cubic_baseline,2,18,247.886,9.56,7.0317515903138
cubic_baseline,2,19,252.932,9.56,6.9837595301429545
cubic_baseline,2,20,254.905,9.56,6.966257694393562
cubic_baseline,2,21,255.902,9.56,6.958309273374902
cubic_baseline,2,22,255.661,9.56,6.962561639632158
cubic_baseline,2,23,256.144,9.56,6.959429009642253
cubic_baseline,2,24,255.677,9.51,6.915650352154044
cubic_baseline,2,25,256.213,9.56,6.961733333588681
cubic_baseline,2,26,257.876,9.56,6.946430497628032
cubic_baseline,2,27,260.383,9.56,6.922602152048082
cubic_baseline,2,28,263.362,9.56,6.89397601750016
cubic_baseline,2,29,268.569,9.56,6.842994359866909
cubic_baseline,2,30,298.338,8.41,5.396261493379446
cubic_baseline,2,31,286.293,8.65,5.757679471556182
cubic_baseline,2,32,298.522,9.56,6.546300501797962
cubic_baseline,2,33,314.61,9.56,6.386281978791815
cubic_baseline,2,34,331.783,9.56,6.21536626271953
cubic_baseline,2,35,354.452,9.56,5.989447268800397
cubic_baseline,2,36,378.881,9.56,5.745894657162271
cubic_baseline,2,37,408.966,9.56,5.445750725389062
cubic_baseline,2,38,441.402,9.56,5.122058324816695
cubic_baseline,2,39,478.276,9.56,4.753958877926274
cubic_baseline,3,0,118.84,9.47,8.281600303649903
cubic_baseline,3,1,143.094,9.56,8.12906047821045
cubic_baseline,3,2,167.6,9.56,7.8840003585815435
cubic_baseline,3,3,192.053,9.56,7.639470481872559
cubic_baseline,3,4,216.073,9.57,7.409269714355469
cubic_baseline,3,5,240.732,9.56,7.152680473327637
cubic_baseline,3,6,264.875,9.57,6.921249694824219
cubic_baseline,3,7,289.088,9.56,6.669120292663575
cubic_baseline,3,8,314.21,9.56,6.4179005050659175
cubic_baseline,3,9,259.778,7.4,4.707858066198876
cubic_baseline,3,10,164.695,9.56,7.8270658235886135
cubic_baseline,3,11,175.164,9.56,7.7296667201364695
cubic_baseline,3,12,182.635,9.56,7.661068366038088
cubic_baseline,3,13,188.594,9.56,7.606697729810315
cubic_baseline,3,14,192.577,9.56,7.571396656533738
cubic_baseline,3,15,196.119,9.56,7.53989154735885
cubic_baseline,3,16,196.002,9.57,7.554524278110561
cubic_baseline,3,17,195.654,9.5,7.491076483589121
cubic_baseline,3,18,195.901,9.56,7.551356460229534
cubic_baseline,3,19,196.105,9.56,7.551797332552319
cubic_baseline,3,20,195.346,9.51,7.511626757029172
cubic_baseline,3,21,198.237,9.56,7.53476715831863
cubic_baseline,3,22,200.561,9.56,7.513402567102302
cubic_baseline,3,23,203.918,9.56,7.481546985605621
cubic_baseline,3,24,210.455,9.56,7.417771426174275
cubic_baseline,3,25,218.451,9.56,7.339278175820913
cubic_baseline,3,26,227.985,9.57,7.255303447758948
cubic_baseline,3,27,241.747,9.56,7.108959350601945
cubic_baseline,3,28,257.586,9.57,6.961758911285981
cubic_baseline,3,29,276.019,9.57,6.778540026847835
cubic_baseline,3,30,299.421,9.56,6.535579039351816
cubic_baseline,3,31,325.016,9.57,6.290612835469483
cubic_baseline,3,32,355.334,9.56,5.978371727550889
cubic_baseline,3,33,388.699,9.56,5.645603722235485
cubic_baseline,3,34,426.281,9.56,5.270624644080662
cubic_baseline,3,35,469.041,9.53,4.813815025269613
cubic_baseline,3,36,512.654,9.56,4.408437043131237
cubic_baseline,3,37,562.752,9.56,3.908181893857683
cubic_baseline,3,38,616.354,9.56,3.3728434472129933
cubic_baseline,3,39,672.734,9.56,2.8096995372825857
cubic_baseline,4,0,116.936,9.56,8.390640449523925
cubic_baseline,4,1,141.415,9.56,8.145850486755371
cubic_baseline,4,2,165.771,9.56,7.902290458679199
cubic_baseline,4,3,190.683,9.56,7.6531704330444335
cubic_baseline,4,4,214.826,9.56,7.411740379333496
cubic_baseline,4,5,238.694,9.57,7.1830596923828125
cubic_baseline,4,6,262.982,9.56,6.930180473327637
cubic_baseline,4,7,287.885,9.56,6.681150321960449
cubic_baseline,4,8,312.137,9.57,6.448629760742188
cubic_baseline,4,9,336.441,9.56,6.195590324401856
cubic_baseline,4,10,360.786,9.56,5.952140312194825
cubic_baseline,4,11,385.673,9.56,5.7032703781127925
cubic_baseline,4,12,410.113,9.56,5.458870353698731
cubic_baseline,4,13,433.832,9.56,5.22168041229248
cubic_baseline,4,14,458.293,9.56,4.977070426940918
cubic_baseline,4,15,482.954,9.56,4.730460319519043
cubic_baseline,4,16,507.323,9.56,4.486770439147949
cubic_baseline,4,17,531.601,9.56,4.243990287780762
cubic_baseline,4,18,556.177,9.56,3.9982304000854496
cubic_baseline,4,19,580.696,9.56,3.753040580749512
cubic_baseline,4,20,604.574,9.56,3.5142606735229496
cubic_baseline,4,21,629.479,9.56,3.2652103805541994
cubic_baseline,4,22,664.484,9.56,2.9151603317260744
cubic_baseline,4,23,719.306,9.56,2.366940116882324
cubic_baseline,4,24,784.524,9.55,1.6866722335774025
cubic_baseline,4,25,857.284,9.55,0.9595421840406964
cubic_baseline,4,26,704.147,7.97,0.9115275982716735
cubic_baseline,4,27,618.334,8.01,1.8102817101666409
cubic_baseline,4,28,644.109,9.57,3.113113066375975
cubic_baseline,4,29,676.204,9.56,2.7827039308203867
cubic_baseline,4,30,706.094,9.56,2.484307951840309
cubic_baseline,4,31,734.737,9.56,2.1983447102137976
cubic_baseline,4,32,760.631,9.56,1.9398430665635598
cubic_baseline,4,33,783.39,9.56,1.7126612192417188
cubic_baseline,4,34,803.301,9.56,1.513933630914785
cubic_baseline,4,35,819.98,9.58,1.3675025125173814
cubic_baseline,4,36,834.341,9.56,1.2042317374730995
cubic_baseline,4,37,846.226,9.56,1.0857007982551163
cubic_baseline,4,38,854.964,9.56,0.9986234378366969
cubic_baseline,4,39,861.943,9.56,0.9291203248112492
