config,trial,sender_id,policy,step,rtt_ms,throughput_mbps,loss_pct,reward
cubic_only,0,2,cubic,14,681.198974609375,2.549999952316284,0.0,-4.261989793777466
cubic_only,0,2,cubic,15,834.0280151367188,2.569999933242798,0.0,-5.770280218124389
cubic_only,0,2,cubic,16,907.8920288085938,2.2200000286102295,0.0,-6.858920259475708
cubic_only,0,2,cubic,17,1108.43994140625,2.4800000190734863,0.0,-8.604399394989013
cubic_only,0,2,cubic,18,1130.8499755859375,2.309999942779541,0.0,-8.998499813079833
cubic_only,0,2,cubic,19,1348.8699951171875,2.4100000858306885,0.0,-11.078699865341186
cubic_only,0,2,cubic,20,1404.8399658203125,2.640000104904175,0.0,-11.40839955329895
cubic_only,0,2,cubic,21,1532.280029296875,2.4200000762939453,0.0,-12.902800216674805
cubic_only,0,2,cubic,22,1728.3299560546875,2.359999895095825,0.0,-14.92329966545105
cubic_only,0,2,cubic,23,1864.699951171875,2.819999933242798,0.0,-15.826999578475952
cubic_only,0,2,cubic,24,1864.699951171875,2.819999933242798,0.0,-15.826999578475952
cubic_only,0,2,cubic,25,1995.47998046875,2.690000057220459,0.0,-17.26479974746704
cubic_only,0,2,cubic,26,2228.2900390625,2.450000047683716,0.0,-19.832900342941283
cubic_only,0,2,cubic,27,2310.320068359375,2.5999999046325684,3.5910224438902745,-27.685245666741732
cubic_only,0,2,cubic,28,2313.35009765625,2.619999885559082,3.7064492216456633,-27.926399534294745
cubic_only,0,2,cubic,29,2374.2900390625,2.5399999618530273,4.029304029304029,-29.26150848738003
cubic_only,0,2,cubic,30,2374.2900390625,2.5399999618530273,4.029304029304029,-29.26150848738003
cubic_only,0,2,cubic,31,2270.22998046875,2.0899999141693115,5.749167591564928,-32.11063507364804
cubic_only,0,2,cubic,32,2236.909912109375,2.049999952316284,5.988155297214301,-32.29540976320607
cubic_only,0,2,cubic,33,2141.4599609375,2.0,6.206445993031359,-31.827491595437717
cubic_only,0,2,cubic,34,1936.6600341796875,1.9800000190734863,7.1581196581196584,-31.702839638962708
cubic_only,0,2,cubic,35,1944.0799560546875,2.180000066757202,7.301905717151454,-31.86461092809258
cubic_only,0,2,cubic,36,1944.0799560546875,2.180000066757202,7.301905717151454,-31.86461092809258
cubic_only,0,2,cubic,37,1858.8399658203125,2.299999952316284,7.29665071770335,-30.88170114129354
cubic_only,0,2,cubic,38,1813.4100341796875,2.440000057220459,7.102803738317757,-29.89970776121193
cubic_only,0,2,cubic,39,1811.300048828125,2.440000057220459,7.092198581560283,-29.857397594181357
cubic_only,0,3,cubic,0,157.44500732421875,2.4100000858306885,0.0,0.8355500125885009
cubic_only,0,3,cubic,1,197.49400329589844,1.9600000381469727,0.0,-0.014939994812011692
cubic_only,0,3,cubic,2,221.7519989013672,2.390000104904175,0.0,0.17248011589050272
cubic_only,0,3,cubic,3,241.61000061035156,2.390000104904175,0.0,-0.026099901199340803
cubic_only,0,3,cubic,4,266.7640075683594,2.3399999141693115,0.0,-0.3276401615142821
cubic_only,0,3,cubic,5,294.8970031738281,2.390000104904175,0.0,-0.5589699268341066
cubic_only,0,3,cubic,6,328.1210021972656,2.390000104904175,0.0,-0.8912099170684815
cubic_only,0,3,cubic,7,348.5539855957031,2.3499999046325684,0.0,-1.1355399513244628
cubic_only,0,3,cubic,8,377.4309997558594,2.390000104904175,0.0,-1.3843098926544188
cubic_only,0,3,cubic,9,398.02801513671875,2.380000114440918,0.0,-1.6002800369262697
cubic_only,0,3,cubic,10,418.9490051269531,2.380000114440918,0.0,-1.809489936828613
cubic_only,0,3,cubic,11,456.52398681640625,2.3399999141693115,0.0,-2.225239953994751
cubic_only,0,3,cubic,12,516.5869750976562,2.3299999237060547,0.0,-2.835869827270508
cubic_only,0,3,cubic,13,613.6119995117188,2.3299999237060547,0.0,-3.806120071411133
cubic_only,0,3,cubic,14,715.5330200195312,2.5199999809265137,0.0,-4.635330219268798
cubic_only,0,3,cubic,15,851.594970703125,2.3499999046325684,0.0,-6.165949802398682
cubic_only,0,3,cubic,16,883.3510131835938,2.5299999713897705,0.0,-6.303510160446168
cubic_only,0,3,cubic,17,1122.97998046875,2.180000066757202,0.0,-9.049799737930298
cubic_only,0,3,cubic,18,1177.8299560546875,2.450000047683716,0.08396305625524769,-9.496225625373654
cubic_only,0,3,cubic,19,1258.6600341796875,2.2899999618530273,0.08350730688935282,-10.463614993722553
cubic_only,0,3,cubic,20,1457.97998046875,2.309999942779541,0.07736943907156674,-12.424538740051092
cubic_only,0,3,cubic,21,1456.6600341796875,2.25,0.07686395080707148,-12.470328243411018
cubic_only,0,3,cubic,22,1620.699951171875,1.8899999856948853,0.07636502481863307,-14.46972957566113
cubic_only,0,3,cubic,23,1844.3800048828125,1.5700000524520874,0.07418397626112759,-17.022167948898293
cubic_only,0,3,cubic,24,1813.6500244140625,1.399999976158142,0.06990562740300595,-16.876311522788495
cubic_only,0,3,cubic,25,1813.6500244140625,1.399999976158142,0.06990562740300595,-16.876311522788495
cubic_only,0,3,cubic,26,2111.360107421875,1.1699999570846558,0.06942034015966678,-20.082441797453427
cubic_only,0,3,cubic,27,2111.360107421875,1.1699999570846558,0.06942034015966678,-20.082441797453427
cubic_only,0,3,cubic,28,2369.320068359375,1.25,0.1271051795360661,-22.697411042665884
cubic_only,0,3,cubic,29,2369.320068359375,1.25,0.1271051795360661,-22.697411042665884
cubic_only,0,3,cubic,30,2369.320068359375,1.25,0.1271051795360661,-22.697411042665884
cubic_only,0,3,cubic,31,2378.5400390625,1.25,0.22158911047799937,-22.978578611581
cubic_only,0,3,cubic,32,2240.659912109375,1.2699999809265137,0.8955223880597015,-22.927643916286637
cubic_only,0,3,cubic,33,2240.659912109375,1.2699999809265137,0.8955223880597015,-22.927643916286637
cubic_only,0,3,cubic,34,2038.4300537109375,1.2300000190734863,0.9518143961927424,-21.057929310421375
cubic_only,0,3,cubic,35,1875.699951171875,1.0,1.0005717552887363,-19.758143022296224
cubic_only,0,3,cubic,36,1871.719970703125,1.0,1.0998307952622672,-19.916861297555783
cubic_only,0,3,cubic,37,1859.300048828125,1.159999966621399,1.125809175344779,-19.684618872349407
cubic_only,0,3,cubic,38,1859.300048828125,1.159999966621399,1.125809175344779,-19.684618872349407
cubic_only,0,3,cubic,39,1812.219970703125,1.2000000476837158,1.1117136659436009,-19.145626991234735
cubic_only,1,0,cubic,0,165.63699340820312,2.4700000286102295,0.0,0.8136300945281982
cubic_only,1,0,cubic,1,193.8419952392578,2.440000057220459,0.0,0.501580104827881
cubic_only,1,0,cubic,2,223.23399353027344,2.4700000286102295,0.0,0.23766009330749505
cubic_only,1,0,cubic,3,245.37399291992188,2.5,0.0,0.04626007080078143
cubic_only,1,0,cubic,4,269.5929870605469,2.490000009536743,0.0,-0.20592986106872546
cubic_only,1,0,cubic,5,299.1099853515625,2.509999990463257,0.0,-0.4810998630523682
cubic_only,1,0,cubic,6,325.0429992675781,2.4200000762939453,0.0,-0.8304299163818358
cubic_only,1,0,cubic,7,351.0400085449219,2.4600000381469727,0.0,-1.050400047302246
cubic_only,1,0,cubic,8,369.78900146484375,2.5,0.0,-1.1978900146484377
cubic_only,1,0,cubic,9,365.5530090332031,2.680000066757202,0.0,-0.9755300235748292
cubic_only,1,0,cubic,10,378.0589904785156,2.8299999237060547,0.0,-0.9505899810791014
cubic_only,1,0,cubic,11,431.5050048828125,2.950000047683716,0.0,-1.365050001144409
cubic_only,1,0,cubic,12,489.7749938964844,2.990000009536743,0.0,-1.9077499294281006
cubic_only,1,0,cubic,13,563.7490234375,3.049999952316284,0.0,-2.587490282058716
cubic_only,1,0,cubic,14,650.52001953125,3.0399999618530273,0.0,-3.4652002334594725
cubic_only,1,0,cubic,15,692.8250122070312,2.9700000286102295,0.0,-3.958250093460083
cubic_only,1,0,cubic,16,794.3070068359375,3.180000066757202,0.0,-4.7630700016021725
cubic_only,1,0,cubic,17,940.75,3.0399999618530273,0.0,-6.367500038146973
cubic_only,1,0,cubic,18,975.1719970703125,3.25,0.0,-6.501719970703125
cubic_only,1,0,cubic,19,1160.719970703125,2.9600000381469727,0.0,-8.647199668884276
cubic_only,1,0,cubic,20,1239.449951171875,3.319999933242798,0.0,-9.074499578475953
cubic_only,1,0,cubic,21,1359.199951171875,3.0899999141693115,0.0,-10.501999597549439
cubic_only,1,0,cubic,22,1563.050048828125,3.0899999141693115,0.0,-12.540500574111938
cubic_only,1,0,cubic,23,1647.8800048828125,3.4000000953674316,0.0,-13.078799953460692
cubic_only,1,0,cubic,24,1822.8599853515625,3.0899999141693115,0.0,-15.138599939346314
cubic_only,1,0,cubic,25,1856.7099609375,3.130000114440918,0.0,-15.437099494934081
cubic_only,1,0,cubic,26,2179.75,3.119999885559082,0.0,-18.677500114440917
cubic_only,1,0,cubic,27,2315.739990234375,3.450000047683716,0.0,-19.707399854660036
cubic_only,1,0,cubic,28,2315.739990234375,3.450000047683716,0.0,-19.707399854660036
cubic_only,1,0,cubic,29,2382.260009765625,3.359999895095825,0.5574357953414294,-21.577471793243284
cubic_only,1,0,cubic,30,2407.489990234375,3.3399999141693115,1.2797794841504233,-23.29445895647528
cubic_only,1,0,cubic,31,2418.669921875,3.369999885559082,4.879376020315617,-30.575451373822155
cubic_only,1,0,cubic,32,2424.610107421875,3.380000114440918,5.785123966942149,-32.43634889366213
cubic_only,1,0,cubic,33,2215.1298828125,3.3299999237060547,5.833188229148528,-30.487675362716004
cubic_only,1,0,cubic,34,1889.7900390625,2.630000114440918,6.208053691275167,-28.684007658734416
cubic_only,1,0,cubic,35,1852.72998046875,2.559999942779541,8.029430582213692,-32.026161026335345
cubic_only,1,0,cubic,36,1859.1099853515625,2.880000114440918,8.099041533546325,-31.909182806167358
cubic_only,1,0,cubic,37,1858.68994140625,3.240000009536743,8.096454806771,-31.539809018067757
cubic_only,1,0,cubic,38,1828.5699462890625,3.359999895095825,8.084197681513118,-31.094094930821036
cubic_only,1,0,cubic,39,1816.6199951171875,3.1500000953674316,8.064516129032258,-31.14523211386896
cubic_only,1,1,cubic,0,169.2449951171875,2.440000057220459,0.0,0.7475501060485841
cubic_only,1,1,cubic,1,195.63299560546875,2.440000057220459,0.0,0.4836701011657716
cubic_only,1,1,cubic,2,215.70899963378906,2.390000104904175,0.0,0.23291010856628436
cubic_only,1,1,cubic,3,248.14100646972656,2.4600000381469727,0.0,-0.021410026550293004
cubic_only,1,1,cubic,4,273.1990051269531,2.450000047683716,0.0,-0.2819900035858156
cubic_only,1,1,cubic,5,300.0190124511719,2.380000114440918,0.0,-0.6201900100708007
cubic_only,1,1,cubic,6,321.8139953613281,2.4100000858306885,0.0,-0.8081398677825926
cubic_only,1,1,cubic,7,354.8299865722656,2.440000057220459,0.0,-1.1082998085021973
cubic_only,1,1,cubic,8,370.06500244140625,2.450000047683716,0.0,-1.2506499767303465
cubic_only,1,1,cubic,9,370.32000732421875,2.640000104904175,0.0,-1.063199968338013
cubic_only,1,1,cubic,10,370.1239929199219,2.7899999618530273,0.0,-0.9112399673461913
cubic_only,1,1,cubic,11,425.09600830078125,2.7699999809265137,0.0,-1.4809601020812986
cubic_only,1,1,cubic,12,500.7239990234375,2.869999885559082,0.0,-2.1372401046752927
cubic_only,1,1,cubic,13,571.9450073242188,2.8499999046325684,0.0,-2.869450168609619
cubic_only,1,1,cubic,14,608.7630004882812,2.9100000858306885,0.0,-3.1776299190521238
cubic_only,1,1,cubic,15,710.8179931640625,2.930000066757202,0.0,-4.178179864883423
cubic_only,1,1,cubic,16,839.1170043945312,3.119999885559082,0.0,-5.27117015838623
cubic_only,1,1,cubic,17,885.4240112304688,3.0199999809265137,0.0,-5.8342401313781735
cubic_only,1,1,cubic,18,1047.3499755859375,3.25,0.0,-7.223499755859375
cubic_only,1,1,cubic,19,1113.5799560546875,3.059999942779541,0.0,-8.075799617767334
cubic_only,1,1,cubic,20,1294.5400390625,3.0899999141693115,0.0,-9.855400476455689
cubic_only,1,1,cubic,21,1353.5400390625,3.309999942779541,0.0,-10.225400447845459
cubic_only,1,1,cubic,22,1466.199951171875,3.0799999237060547,0.0,-11.581999588012696
cubic_only,1,1,cubic,23,1709.9599609375,3.0199999809265137,0.0,-14.079599628448488
cubic_only,1,1,cubic,24,1827.5699462890625,3.380000114440918,0.0,-14.895699348449707
cubic_only,1,1,cubic,25,1827.5699462890625,3.380000114440918,0.0,-14.895699348449707
cubic_only,1,1,cubic,26,2039.1800537109375,3.0899999141693115,0.0,-17.301800622940064
cubic_only,1,1,cubic,27,2329.5,2.799999952316284,0.0,-20.495000047683718
cubic_only,1,1,cubic,28,2381.639892578125,2.9000000953674316,3.161717581713309,-27.239833993840435
cubic_only,1,1,cubic,29,2382.580078125,2.9000000953674316,3.6874083385711294,-28.300617363024827
cubic_only,1,1,cubic,30,2400.68994140625,2.880000114440918,4.052098408104197,-29.231096115829974
cubic_only,1,1,cubic,31,2400.68994140625,2.880000114440918,4.052098408104197,-29.231096115829974
cubic_only,1,1,cubic,32,2323.760009765625,2.390000104904175,5.755947812739831,-32.35949561823174
cubic_only,1,1,cubic,33,2250.489990234375,2.25,6.030433965808754,-32.31576783396126
cubic_only,1,1,cubic,34,2086.199951171875,2.2200000286102295,6.393289841565704,-31.428579166239928
cubic_only,1,1,cubic,35,1848.9599609375,2.180000066757202,7.525904381021633,-31.36140830466106
cubic_only,1,1,cubic,36,1844.4100341796875,2.319999933242798,7.340407027309097,-30.804914463172274
cubic_only,1,1,cubic,37,1850.030029296875,2.549999952316284,7.3217060956656885,-30.59371253198384
cubic_only,1,1,cubic,38,1850.030029296875,2.549999952316284,7.3217060956656885,-30.59371253198384
cubic_only,1,1,cubic,39,1785.31005859375,2.609999895095825,6.995951417004049,-29.235003524849773
cubic_only,1,2,cubic,0,172.16299438476562,2.369999885559082,0.0,0.6483699417114257
cubic_only,1,2,cubic,1,195.72799682617188,2.4200000762939453,0.0,0.4627201080322265
cubic_only,1,2,cubic,2,218.2310028076172,2.430000066757202,0.0,0.24769003868103034
cubic_only,1,2,cubic,3,241.01199340820312,2.359999895095825,0.0,-0.050120038986205984
cubic_only,1,2,cubic,4,266.927001953125,2.390000104904175,0.0,-0.2792699146270752
cubic_only,1,2,cubic,5,292.37701416015625,2.3499999046325684,0.0,-0.5737702369689943
cubic_only,1,2,cubic,6,324.72198486328125,2.4200000762939453,0.0,-0.827219772338867
cubic_only,1,2,cubic,7,355.5950012207031,2.369999885559082,0.0,-1.185950126647949
cubic_only,1,2,cubic,8,369.4750061035156,2.2200000286102295,0.19193857965451055,-1.858627191733948
cubic_only,1,2,cubic,9,364.3190002441406,1.4700000286102295,0.18315018315018314,-2.539490340131543
cubic_only,1,2,cubic,10,369.0039978027344,1.2100000381469727,0.1725625539257981,-2.825165047731967
cubic_only,1,2,cubic,11,408.8030090332031,1.100000023841858,0.16597510373443983,-3.319980273959053
cubic_only,1,2,cubic,12,452.75299072265625,1.0399999618530273,0.16,-3.8075299453735356
cubic_only,1,2,cubic,13,522.27197265625,0.9210000038146973,0.15444015444015444,-4.6106000316281115
cubic_only,1,2,cubic,14,592.6929931640625,0.8349999785423279,0.149812734082397,-5.391555421263091
cubic_only,1,2,cubic,15,701.9400024414062,0.7160000205039978,0.14492753623188406,-6.593255076373834
cubic_only,1,2,cubic,16,732.6220092773438,0.656000018119812,0.1444043321299639,-6.959028738913553
cubic_only,1,2,cubic,17,843.8380126953125,0.5929999947547913,0.14035087719298245,-8.126081886584299
cubic_only,1,2,cubic,18,907.6519775390625,0.4959999918937683,0.1394700139470014,-8.85945981139086
cubic_only,1,2,cubic,19,1048.4200439453125,0.47200000286102295,0.13559322033898305,-10.283386877270068
cubic_only,1,2,cubic,20,1127.469970703125,0.4390000104904175,0.13486176668914363,-11.105423229919118
cubic_only,1,2,cubic,21,1354.010009765625,0.4090000092983246,0.1303780964797914,-13.391856281317509
cubic_only,1,2,cubic,22,1364.6199951171875,0.40299999713897705,0.13020833333333334,-13.503616620699564
cubic_only,1,2,cubic,23,1481.3499755859375,0.35899999737739563,0.12903225806451613,-14.712564274611012
cubic_only,1,2,cubic,24,1821.0899658203125,0.37700000405311584,0.12376237623762376,-18.081424406625256
cubic_only,1,2,cubic,25,1855.8299560546875,0.3569999933242798,0.12285012285012285,-18.44699981292284
cubic_only,1,2,cubic,26,1855.8299560546875,0.3569999933242798,0.12285012285012285,-18.44699981292284
cubic_only,1,2,cubic,27,2132.110107421875,0.33500000834465027,0.12121212121212122,-21.22852530829834
cubic_only,1,2,cubic,28,2132.110107421875,0.33500000834465027,0.12121212121212122,-21.22852530829834
cubic_only,1,2,cubic,29,2374.5,0.32499998807907104,1.4749262536873156,-26.369852519295563
cubic_only,1,2,cubic,30,2376.56005859375,0.32499998807907104,1.589170100058858,-26.618940797976144
cubic_only,1,2,cubic,31,2376.56005859375,0.32499998807907104,1.589170100058858,-26.618940797976144
cubic_only,1,2,cubic,32,2405.800048828125,0.3199999928474426,1.9208381839348079,-27.579676863303426
cubic_only,1,2,cubic,33,2258.0400390625,0.24699999392032623,2.5568181818181817,-27.44703676034104
cubic_only,1,2,cubic,34,2258.0400390625,0.24699999392032623,2.5568181818181817,-27.44703676034104
cubic_only,1,2,cubic,35,2089.97998046875,0.24400000274181366,2.931228861330327,-26.51825752460634
cubic_only,1,2,cubic,36,1865.1400146484375,0.28700000047683716,2.9883785279468733,-24.341157201901282
cubic_only,1,2,cubic,37,1865.6099853515625,0.3019999861717224,2.985074626865672,-24.324249121075244
cubic_only,1,2,cubic,38,1853.4000244140625,0.3190000057220459,3.0735455543358947,-24.36209134709037
cubic_only,1,2,cubic,39,1776.8599853515625,0.28600001335144043,3.074433656957929,-23.631467154080042
cubic_only,1,3,cubic,0,159.91900634765625,2.2899999618530273,0.0,0.6908098983764648
cubic_only,1,3,cubic,1,197.69200134277344,1.9600000381469727,0.0,-0.016919975280761612
cubic_only,1,3,cubic,2,221.93699645996094,2.390000104904175,0.0,0.17063014030456536
cubic_only,1,3,cubic,3,242.7740020751953,2.319999933242798,0.0,-0.1077400875091552
cubic_only,1,3,cubic,4,266.7510070800781,2.3399999141693115,0.0,-0.32751015663146976
cubic_only,1,3,cubic,5,294.8479919433594,2.390000104904175,0.0,-0.5584798145294187
cubic_only,1,3,cubic,6,328.4169921875,2.390000104904175,0.0,-0.894169816970825
cubic_only,1,3,cubic,7,348.4070129394531,2.3499999046325684,0.0,-1.1340702247619627
cubic_only,1,3,cubic,8,368.04901123046875,2.450000047683716,0.0,-1.2304900646209718
cubic_only,1,3,cubic,9,361.7539978027344,2.5299999713897705,0.0,-1.0875400066375733
cubic_only,1,3,cubic,10,380.59100341796875,2.7899999618530273,0.0,-1.01591007232666
cubic_only,1,3,cubic,11,418.614013671875,2.819999933242798,0.0,-1.3661402034759522
cubic_only,1,3,cubic,12,471.1300048828125,2.890000104904175,0.0,-1.8212999439239503
cubic_only,1,3,cubic,13,540.89501953125,2.9100000858306885,0.0,-2.498950109481812
